sym,entry,tf,atr_stop,trail,friday,rule,max_days,risk,mode,sample,max_starts,n,pass_pct,pass_inconsistent_pct,fail_daily_pct,fail_max_pct,timeout_pct,days_to_pass_median,trades_mean,max_dd_mean,worst_day_mean,end_balance_mean,burn_pct,secs,stage
GBPUSD,don20,1h,1.0,1.0,True,fundingpips_1step,7,2.0,fixed,IS,400,527,6.8,0.0,5.3,19.4,68.5,3.2,4.0,6.28,-2.09,99519.0,24.7,1.3,2
GBPUSD,don20,1h,1.0,1.0,True,fundingpips_1step,14,2.0,fixed,IS,400,527,12.9,0.0,8.5,38.1,40.4,6.5,6.4,7.92,-2.21,99369.0,46.6,2.1,2
GBPUSD,don20,1h,1.0,1.0,True,fundingpips_1step,7,2.0,balance,IS,400,527,6.8,0.0,5.5,18.0,69.6,3.2,4.1,6.27,-2.09,99496.0,23.5,1.3,2
GBPUSD,don20,1h,1.0,1.0,True,fundingpips_1step,14,2.0,balance,IS,400,527,12.9,0.0,9.1,38.3,39.7,6.4,6.5,7.92,-2.22,99335.0,47.4,2.1,2
GBPUSD,don20,1h,1.0,1.0,True,fundingpips_1step,7,2.0,ladder,IS,400,527,0.2,0.0,0.2,0.0,99.6,4.6,4.4,2.26,-0.87,99737.0,0.2,1.5,2
GBPUSD,don20,1h,1.0,1.0,True,fundingpips_1step,14,2.0,ladder,IS,400,527,1.9,0.0,0.2,0.0,97.9,8.1,8.7,3.61,-1.15,99515.0,0.2,2.8,2
GBPUSD,don20,1h,1.0,1.0,True,fundingpips_1step,7,2.0,ladder_balance,IS,400,527,0.2,0.0,0.2,0.0,99.6,4.6,4.4,2.27,-0.88,99734.0,0.2,1.4,2
GBPUSD,don20,1h,1.0,1.0,True,fundingpips_1step,14,2.0,ladder_balance,IS,400,527,1.9,0.0,0.2,0.0,97.9,8.1,8.7,3.62,-1.16,99508.0,0.2,2.7,2
GBPUSD,don20,1h,1.0,1.0,True,fundingpips_1step,7,2.8,fixed,IS,400,527,11.0,0.0,12.5,30.2,46.3,2.9,3.6,7.89,-2.8,99356.0,42.7,1.2,2
GBPUSD,don20,1h,1.0,1.0,True,fundingpips_1step,14,2.8,fixed,IS,400,527,19.0,0.0,17.5,45.0,18.6,5.6,5.0,9.11,-2.91,99459.0,62.5,1.6,2
GBPUSD,don20,1h,1.0,1.0,True,fundingpips_1step,7,2.8,balance,IS,400,527,10.4,0.0,17.5,30.7,41.4,2.8,3.5,7.79,-2.81,99339.0,48.2,1.1,2
GBPUSD,don20,1h,1.0,1.0,True,fundingpips_1step,14,2.8,balance,IS,400,527,15.9,0.0,24.3,45.0,14.8,4.8,4.7,8.74,-2.9,99438.0,69.3,1.1,2
GBPUSD,don20,1h,1.0,1.0,True,fundingpips_1step,7,2.8,ladder,IS,400,527,0.2,0.0,0.2,0.0,99.6,4.6,4.4,2.26,-0.88,99740.0,0.2,1.0,2
GBPUSD,don20,1h,1.0,1.0,True,fundingpips_1step,14,2.8,ladder,IS,400,527,1.9,0.0,0.2,0.0,97.9,8.1,8.7,3.63,-1.17,99510.0,0.2,2.5,2
GBPUSD,don20,1h,1.0,1.0,True,fundingpips_1step,7,2.8,ladder_balance,IS,400,527,0.4,0.0,0.2,0.0,99.4,5.5,4.4,2.27,-0.88,99737.0,0.2,1.3,2
GBPUSD,don20,1h,1.0,1.0,True,fundingpips_1step,14,2.8,ladder_balance,IS,400,527,1.9,0.0,0.8,0.0,97.3,8.1,8.7,3.64,-1.18,99499.0,0.8,1.8,2
XAUUSD,don20,1h,1.0,1.0,True,fundingpips_1step,7,0.5,fixed,IS,400,422,0.0,0.0,0.0,0.0,100.0,,4.1,1.6,-0.53,99807.0,0.0,1.1,2
XAUUSD,don20,1h,1.0,1.0,True,fundingpips_1step,14,0.5,fixed,IS,400,422,0.0,0.0,0.0,0.0,100.0,,8.1,2.41,-0.58,99570.0,0.0,1.9,2
XAUUSD,don20,1h,1.0,1.0,True,fundingpips_1step,7,0.5,balance,IS,400,422,0.0,0.0,0.0,0.0,100.0,,4.1,1.6,-0.53,99807.0,0.0,1.0,2
XAUUSD,don20,1h,1.0,1.0,True,fundingpips_1step,14,0.5,balance,IS,400,422,0.0,0.0,0.0,0.0,100.0,,8.1,2.41,-0.58,99570.0,0.0,1.7,2
XAUUSD,don20,1h,1.0,1.0,True,fundingpips_1step,7,1.0,fixed,IS,400,422,0.5,0.0,0.0,0.0,99.5,5.6,4.1,3.2,-1.05,99615.0,0.0,0.7,2
XAUUSD,don20,1h,1.0,1.0,True,fundingpips_1step,14,1.0,fixed,IS,400,422,1.2,0.0,0.0,7.3,91.5,9.5,8.1,4.78,-1.17,99155.0,7.3,1.3,2
XAUUSD,don20,1h,1.0,1.0,True,fundingpips_1step,7,1.0,balance,IS,400,422,0.5,0.0,0.0,0.0,99.5,5.6,4.1,3.19,-1.06,99616.0,0.0,0.7,2
XAUUSD,don20,1h,1.0,1.0,True,fundingpips_1step,14,1.0,balance,IS,400,422,1.2,0.0,0.0,6.6,92.2,9.5,8.1,4.76,-1.17,99151.0,6.6,1.3,2
XAUUSD,don20,1h,1.0,1.0,True,fundingpips_1step,7,1.0,ladder,IS,400,422,0.5,0.0,0.0,0.0,99.5,5.6,4.1,2.04,-0.77,99763.0,0.0,0.7,2
XAUUSD,don20,1h,1.0,1.0,True,fundingpips_1step,14,1.0,ladder,IS,400,422,0.9,0.0,0.0,0.0,99.1,7.6,8.1,3.18,-0.97,99492.0,0.0,1.3,2
XAUUSD,don20,1h,1.0,1.0,True,fundingpips_1step,7,1.0,ladder_balance,IS,400,422,0.5,0.0,0.0,0.0,99.5,5.6,4.1,2.04,-0.77,99762.0,0.0,0.7,2
XAUUSD,don20,1h,1.0,1.0,True,fundingpips_1step,14,1.0,ladder_balance,IS,400,422,0.9,0.0,0.0,0.0,99.1,7.6,8.1,3.17,-0.97,99492.0,0.0,1.4,2
XAUUSD,don20,1h,1.0,1.0,True,fundingpips_1step,7,1.5,fixed,IS,400,422,1.9,0.0,0.5,5.2,92.4,5.1,4.1,4.79,-1.57,99399.0,5.7,0.7,2
XAUUSD,don20,1h,1.0,1.0,True,fundingpips_1step,14,1.5,fixed,IS,400,422,6.6,0.0,0.7,25.8,66.8,8.9,7.4,6.72,-1.72,98918.0,26.5,1.2,2
XAUUSD,don20,1h,1.0,1.0,True,fundingpips_1step,7,1.5,balance,IS,400,422,2.1,0.0,0.7,5.0,92.2,5.5,4.1,4.77,-1.58,99400.0,5.7,0.7,2
XAUUSD,don20,1h,1.0,1.0,True,fundingpips_1step,14,1.5,balance,IS,400,422,6.4,0.0,1.2,24.6,67.8,8.4,7.4,6.7,-1.73,98888.0,25.8,1.3,2
XAUUSD,don20,1h,1.0,1.0,True,fundingpips_1step,7,1.5,ladder,IS,400,422,0.5,0.0,0.2,0.0,99.3,5.6,4.1,2.12,-0.83,99751.0,0.2,0.7,2
XAUUSD,don20,1h,1.0,1.0,True,fundingpips_1step,14,1.5,ladder,IS,400,422,1.2,0.0,0.5,0.0,98.3,9.5,8.1,3.42,-1.11,99441.0,0.5,1.3,2
XAUUSD,don20,1h,1.0,1.0,True,fundingpips_1step,7,1.5,ladder_balance,IS,400,422,0.5,0.0,0.2,0.0,99.3,5.6,4.1,2.13,-0.83,99750.0,0.2,0.6,2
XAUUSD,don20,1h,1.0,1.0,True,fundingpips_1step,14,1.5,ladder_balance,IS,400,422,1.2,0.0,0.5,0.0,98.3,9.5,8.1,3.42,-1.12,99439.0,0.5,1.3,2
XAUUSD,don20,1h,1.0,1.0,True,fundingpips_1step,7,2.0,fixed,IS,400,422,5.5,0.0,5.5,16.1,73.0,3.7,3.9,6.14,-2.06,99117.0,21.6,0.6,2
XAUUSD,don20,1h,1.0,1.0,True,fundingpips_1step,14,2.0,fixed,IS,400,422,10.0,0.0,9.7,40.0,40.3,6.3,6.2,7.87,-2.21,98640.0,49.7,1.0,2
XAUUSD,don20,1h,1.0,1.0,True,fundingpips_1step,7,2.0,balance,IS,400,422,5.2,0.0,5.2,14.9,74.6,3.7,3.9,6.13,-2.07,99110.0,20.1,0.7,2
XAUUSD,don20,1h,1.0,1.0,True,fundingpips_1step,14,2.0,balance,IS,400,422,10.0,0.0,9.0,40.3,40.8,6.7,6.3,7.91,-2.23,98619.0,49.3,1.0,2
XAUUSD,don20,1h,1.0,1.0,True,fundingpips_1step,7,2.0,ladder,IS,400,422,0.5,0.0,0.2,0.0,99.3,5.6,4.1,2.13,-0.84,99743.0,0.2,0.7,2
XAUUSD,don20,1h,1.0,1.0,True,fundingpips_1step,14,2.0,ladder,IS,400,422,1.2,0.0,0.5,0.0,98.3,9.6,8.1,3.47,-1.15,99427.0,0.5,1.3,2
XAUUSD,don20,1h,1.0,1.0,True,fundingpips_1step,7,2.0,ladder_balance,IS,400,422,0.5,0.0,0.2,0.0,99.3,5.6,4.1,2.14,-0.84,99741.0,0.2,0.7,2
XAUUSD,don20,1h,1.0,1.0,True,fundingpips_1step,14,2.0,ladder_balance,IS,400,422,1.4,0.0,0.5,0.0,98.1,9.1,8.1,3.47,-1.16,99420.0,0.5,1.4,2
XAUUSD,don20,1h,1.0,1.0,True,fundingpips_1step,7,2.8,fixed,IS,400,422,8.5,0.0,16.6,31.5,43.4,3.2,3.4,7.81,-2.79,98777.0,48.1,0.6,2
XAUUSD,don20,1h,1.0,1.0,True,fundingpips_1step,14,2.8,fixed,IS,400,422,12.8,0.0,23.5,46.7,17.1,5.3,4.7,9.13,-2.91,98227.0,70.2,0.8,2
XAUUSD,don20,1h,1.0,1.0,True,fundingpips_1step,7,2.8,balance,IS,400,422,7.8,0.0,22.3,31.5,38.4,3.4,3.4,7.69,-2.79,98767.0,53.8,0.7,2
XAUUSD,don20,1h,1.0,1.0,True,fundingpips_1step,14,2.8,balance,IS,400,422,10.9,0.0,30.3,48.3,10.4,5.1,4.4,8.7,-2.91,98259.0,78.6,0.7,2
XAUUSD,don20,1h,1.0,1.0,True,fundingpips_1step,7,2.8,ladder,IS,400,422,0.5,0.0,0.2,0.0,99.3,5.6,4.1,2.13,-0.84,99742.0,0.2,0.7,2
XAUUSD,don20,1h,1.0,1.0,True,fundingpips_1step,14,2.8,ladder,IS,400,422,1.2,0.0,0.5,0.0,98.3,9.6,8.1,3.48,-1.16,99418.0,0.5,1.4,2
XAUUSD,don20,1h,1.0,1.0,True,fundingpips_1step,7,2.8,ladder_balance,IS,400,422,0.5,0.0,0.2,0.0,99.3,5.6,4.1,2.14,-0.84,99740.0,0.2,0.7,2
XAUUSD,don20,1h,1.0,1.0,True,fundingpips_1step,14,2.8,ladder_balance,IS,400,422,1.4,0.0,0.7,0.0,97.9,9.1,8.1,3.48,-1.16,99412.0,0.7,1.4,2
XAUUSD,don20,1h,1.0,1.0,False,fundingpips_1step,7,0.5,fixed,IS,400,422,0.0,0.0,0.0,0.0,100.0,,4.1,1.61,-0.53,99805.0,0.0,1.0,2
XAUUSD,don20,1h,1.0,1.0,False,fundingpips_1step,14,0.5,fixed,IS,400,422,0.0,0.0,0.0,0.0,100.0,,8.1,2.43,-0.59,99571.0,0.0,1.6,2
XAUUSD,don20,1h,1.0,1.0,False,fundingpips_1step,7,0.5,balance,IS,400,422,0.0,0.0,0.0,0.0,100.0,,4.1,1.61,-0.53,99805.0,0.0,0.8,2
XAUUSD,don20,1h,1.0,1.0,False,fundingpips_1step,14,0.5,balance,IS,400,422,0.0,0.0,0.0,0.0,100.0,,8.1,2.42,-0.6,99572.0,0.0,1.5,2
XAUUSD,don20,1h,1.0,1.0,False,fundingpips_1step,7,1.0,fixed,IS,400,422,0.5,0.0,0.0,0.0,99.5,5.6,4.1,3.22,-1.06,99610.0,0.0,0.7,2
XAUUSD,don20,1h,1.0,1.0,False,fundingpips_1step,14,1.0,fixed,IS,400,422,1.4,0.0,0.0,7.8,90.8,9.5,8.0,4.8,-1.19,99162.0,7.8,1.3,2
XAUUSD,don20,1h,1.0,1.0,False,fundingpips_1step,7,1.0,balance,IS,400,422,0.5,0.0,0.0,0.0,99.5,5.6,4.1,3.21,-1.07,99611.0,0.0,0.7,2
XAUUSD,don20,1h,1.0,1.0,False,fundingpips_1step,14,1.0,balance,IS,400,422,1.4,0.0,0.0,7.1,91.5,9.5,8.0,4.79,-1.19,99159.0,7.1,1.3,2
XAUUSD,don20,1h,1.0,1.0,False,fundingpips_1step,7,1.0,ladder,IS,400,422,0.5,0.0,0.0,0.0,99.5,5.6,4.1,2.05,-0.78,99764.0,0.0,0.7,2
XAUUSD,don20,1h,1.0,1.0,False,fundingpips_1step,14,1.0,ladder,IS,400,422,0.9,0.0,0.0,0.0,99.1,7.6,8.1,3.19,-0.98,99498.0,0.0,1.4,2
XAUUSD,don20,1h,1.0,1.0,False,fundingpips_1step,7,1.0,ladder_balance,IS,400,422,0.5,0.0,0.0,0.0,99.5,5.6,4.1,2.05,-0.78,99764.0,0.0,0.6,2
XAUUSD,don20,1h,1.0,1.0,False,fundingpips_1step,14,1.0,ladder_balance,IS,400,422,0.9,0.0,0.0,0.0,99.1,7.6,8.1,3.19,-0.98,99498.0,0.0,1.4,2
XAUUSD,don20,1h,1.0,1.0,False,fundingpips_1step,7,1.5,fixed,IS,400,422,2.1,0.0,0.9,5.5,91.5,5.5,4.0,4.82,-1.59,99389.0,6.4,0.7,2
XAUUSD,don20,1h,1.0,1.0,False,fundingpips_1step,14,1.5,fixed,IS,400,422,6.4,0.0,1.9,26.1,65.6,8.7,7.3,6.7,-1.75,98933.0,28.0,1.2,2
XAUUSD,don20,1h,1.0,1.0,False,fundingpips_1step,7,1.5,balance,IS,400,422,2.1,0.0,0.9,5.2,91.7,5.5,4.0,4.8,-1.59,99388.0,6.1,0.8,2
XAUUSD,don20,1h,1.0,1.0,False,fundingpips_1step,14,1.5,balance,IS,400,422,6.4,0.0,1.9,25.1,66.6,8.6,7.3,6.7,-1.75,98915.0,27.0,1.2,2
XAUUSD,don20,1h,1.0,1.0,False,fundingpips_1step,7,1.5,ladder,IS,400,422,0.5,0.0,0.2,0.0,99.3,5.6,4.1,2.14,-0.84,99753.0,0.2,0.8,2
XAUUSD,don20,1h,1.0,1.0,False,fundingpips_1step,14,1.5,ladder,IS,400,422,1.2,0.0,0.5,0.0,98.3,9.5,8.1,3.44,-1.12,99447.0,0.5,1.5,2
XAUUSD,don20,1h,1.0,1.0,False,fundingpips_1step,7,1.5,ladder_balance,IS,400,422,0.5,0.0,0.2,0.0,99.3,5.6,4.1,2.14,-0.84,99751.0,0.2,0.6,2
XAUUSD,don20,1h,1.0,1.0,False,fundingpips_1step,14,1.5,ladder_balance,IS,400,422,1.2,0.0,0.5,0.0,98.3,9.5,8.1,3.45,-1.13,99444.0,0.5,1.3,2
XAUUSD,don20,1h,1.0,1.0,False,fundingpips_1step,7,2.0,fixed,IS,400,422,4.7,0.0,6.4,16.6,72.3,3.6,3.8,6.17,-2.08,99121.0,23.0,0.7,2
XAUUSD,don20,1h,1.0,1.0,False,fundingpips_1step,14,2.0,fixed,IS,400,422,9.5,0.0,11.8,39.6,39.1,6.9,6.1,7.85,-2.24,98720.0,51.4,1.0,2
XAUUSD,don20,1h,1.0,1.0,False,fundingpips_1step,7,2.0,balance,IS,400,422,4.5,0.0,6.2,15.9,73.5,3.7,3.8,6.15,-2.09,99100.0,22.1,0.6,2
XAUUSD,don20,1h,1.0,1.0,False,fundingpips_1step,14,2.0,balance,IS,400,422,9.5,0.0,11.1,39.6,39.8,7.4,6.2,7.89,-2.26,98678.0,50.7,1.0,2
XAUUSD,don20,1h,1.0,1.0,False,fundingpips_1step,7,2.0,ladder,IS,400,422,0.5,0.0,0.2,0.0,99.3,5.6,4.1,2.15,-0.85,99743.0,0.2,0.7,2
XAUUSD,don20,1h,1.0,1.0,False,fundingpips_1step,14,2.0,ladder,IS,400,422,1.2,0.0,0.5,0.0,98.3,9.6,8.1,3.5,-1.16,99433.0,0.5,1.4,2
XAUUSD,don20,1h,1.0,1.0,False,fundingpips_1step,7,2.0,ladder_balance,IS,400,422,0.5,0.0,0.2,0.0,99.3,5.6,4.1,2.16,-0.85,99741.0,0.2,0.7,2
XAUUSD,don20,1h,1.0,1.0,False,fundingpips_1step,14,2.0,ladder_balance,IS,400,422,1.4,0.0,0.5,0.0,98.1,9.1,8.1,3.5,-1.17,99426.0,0.5,1.4,2
XAUUSD,don20,1h,1.0,1.0,False,fundingpips_1step,7,2.8,fixed,IS,400,422,8.3,0.0,17.1,31.8,42.9,3.4,3.4,7.82,-2.8,98784.0,48.9,0.6,2
XAUUSD,don20,1h,1.0,1.0,False,fundingpips_1step,14,2.8,fixed,IS,400,422,13.3,0.0,24.2,46.4,16.1,5.7,4.6,9.09,-2.93,98370.0,70.6,0.8,2
XAUUSD,don20,1h,1.0,1.0,False,fundingpips_1step,7,2.8,balance,IS,400,422,7.6,0.0,22.7,31.8,37.9,3.4,3.3,7.7,-2.81,98789.0,54.5,0.6,2
XAUUSD,don20,1h,1.0,1.0,False,fundingpips_1step,14,2.8,balance,IS,400,422,11.1,0.0,31.0,47.4,10.4,5.4,4.3,8.67,-2.93,98370.0,78.4,0.7,2
XAUUSD,don20,1h,1.0,1.0,False,fundingpips_1step,7,2.8,ladder,IS,400,422,0.5,0.0,0.2,0.0,99.3,5.6,4.1,2.15,-0.85,99740.0,0.2,0.8,2
XAUUSD,don20,1h,1.0,1.0,False,fundingpips_1step,14,2.8,ladder,IS,400,422,1.2,0.0,0.5,0.0,98.3,9.6,8.1,3.52,-1.18,99420.0,0.5,1.4,2
XAUUSD,don20,1h,1.0,1.0,False,fundingpips_1step,7,2.8,ladder_balance,IS,400,422,0.5,0.0,0.2,0.0,99.3,5.6,4.1,2.16,-0.85,99739.0,0.2,0.7,2
XAUUSD,don20,1h,1.0,1.0,False,fundingpips_1step,14,2.8,ladder_balance,IS,400,422,1.4,0.0,0.9,0.0,97.6,9.1,8.1,3.52,-1.18,99411.0,0.9,1.3,2
BTCUSD,don55,1h,1.0,1.0,True,fundingpips_1step,7,0.5,fixed,IS,400,390,0.0,0.0,0.0,0.0,100.0,,3.5,1.45,-0.49,99992.0,0.0,0.7,2
BTCUSD,don55,1h,1.0,1.0,True,fundingpips_1step,14,0.5,fixed,IS,400,390,0.0,0.0,0.0,0.0,100.0,,6.9,2.17,-0.53,99995.0,0.0,1.3,2
BTCUSD,don55,1h,1.0,1.0,True,fundingpips_1step,7,0.5,balance,IS,400,390,0.0,0.0,0.0,0.0,100.0,,3.5,1.44,-0.49,99992.0,0.0,0.7,2
BTCUSD,don55,1h,1.0,1.0,True,fundingpips_1step,14,0.5,balance,IS,400,390,0.0,0.0,0.0,0.0,100.0,,6.9,2.17,-0.53,99994.0,0.0,1.4,2
BTCUSD,don55,1h,1.0,1.0,True,fundingpips_1step,7,1.0,fixed,IS,400,390,1.0,0.0,0.0,0.0,99.0,4.6,3.5,2.9,-0.98,99969.0,0.0,0.7,2
BTCUSD,don55,1h,1.0,1.0,True,fundingpips_1step,14,1.0,fixed,IS,400,390,2.6,0.0,0.0,1.5,95.9,7.7,6.9,4.36,-1.05,99954.0,1.5,1.3,2
BTCUSD,don55,1h,1.0,1.0,True,fundingpips_1step,7,1.0,balance,IS,400,390,1.0,0.0,0.0,0.0,99.0,4.6,3.5,2.89,-0.98,99967.0,0.0,0.7,2
BTCUSD,don55,1h,1.0,1.0,True,fundingpips_1step,14,1.0,balance,IS,400,390,2.8,0.0,0.0,1.0,96.2,8.3,6.9,4.35,-1.05,99950.0,1.0,1.5,2
BTCUSD,don55,1h,1.0,1.0,True,fundingpips_1step,7,1.0,ladder,IS,400,390,0.0,0.0,0.0,0.0,100.0,,3.5,1.84,-0.69,100019.0,0.0,0.7,2
BTCUSD,don55,1h,1.0,1.0,True,fundingpips_1step,14,1.0,ladder,IS,400,390,0.3,0.0,0.0,0.0,99.7,7.1,6.9,2.89,-0.88,100038.0,0.0,1.4,2
BTCUSD,don55,1h,1.0,1.0,True,fundingpips_1step,7,1.0,ladder_balance,IS,400,390,0.0,0.0,0.0,0.0,100.0,,3.5,1.85,-0.69,100019.0,0.0,0.7,2
BTCUSD,don55,1h,1.0,1.0,True,fundingpips_1step,14,1.0,ladder_balance,IS,400,390,0.8,0.0,0.0,0.0,99.2,12.9,6.9,2.89,-0.89,100037.0,0.0,1.4,2
BTCUSD,don55,1h,1.0,1.0,True,fundingpips_1step,7,1.5,fixed,IS,400,390,2.6,0.0,0.0,2.1,95.4,5.8,3.4,4.33,-1.46,99949.0,2.1,0.9,2
BTCUSD,don55,1h,1.0,1.0,True,fundingpips_1step,14,1.5,fixed,IS,400,390,6.9,0.0,0.0,22.6,70.5,7.9,6.5,6.29,-1.55,99873.0,22.6,1.3,2
BTCUSD,don55,1h,1.0,1.0,True,fundingpips_1step,7,1.5,balance,IS,400,390,2.6,0.0,0.0,1.8,95.6,5.8,3.4,4.33,-1.47,99941.0,1.8,0.7,2
BTCUSD,don55,1h,1.0,1.0,True,fundingpips_1step,14,1.5,balance,IS,400,390,6.9,0.0,0.0,21.3,71.8,7.9,6.5,6.29,-1.56,99848.0,21.3,1.4,2
BTCUSD,don55,1h,1.0,1.0,True,fundingpips_1step,7,1.5,ladder,IS,400,390,0.3,0.0,0.0,0.0,99.7,6.1,3.5,1.91,-0.73,100006.0,0.0,0.7,2
BTCUSD,don55,1h,1.0,1.0,True,fundingpips_1step,14,1.5,ladder,IS,400,390,1.5,0.0,0.0,0.0,98.5,10.6,6.9,3.13,-1.03,100024.0,0.0,1.4,2
BTCUSD,don55,1h,1.0,1.0,True,fundingpips_1step,7,1.5,ladder_balance,IS,400,390,0.3,0.0,0.0,0.0,99.7,6.1,3.5,1.92,-0.74,100006.0,0.0,0.8,2
BTCUSD,don55,1h,1.0,1.0,True,fundingpips_1step,14,1.5,ladder_balance,IS,400,390,2.1,0.0,0.0,0.0,97.9,10.4,6.9,3.13,-1.04,100032.0,0.0,1.4,2
BTCUSD,don55,1h,1.0,1.0,True,fundingpips_1step,7,2.0,fixed,IS,400,390,5.1,0.0,1.5,11.8,81.5,4.9,3.4,5.68,-1.94,99814.0,13.3,0.8,2
BTCUSD,don55,1h,1.0,1.0,True,fundingpips_1step,14,2.0,fixed,IS,400,390,8.2,0.0,1.5,34.9,55.4,5.9,5.7,7.71,-2.03,99710.0,36.4,1.1,2
BTCUSD,don55,1h,1.0,1.0,True,fundingpips_1step,7,2.0,balance,IS,400,390,6.2,0.0,1.0,10.3,82.6,4.9,3.4,5.69,-1.94,99803.0,11.3,0.7,2
BTCUSD,don55,1h,1.0,1.0,True,fundingpips_1step,14,2.0,balance,IS,400,390,9.2,0.0,1.0,34.9,54.9,5.8,5.8,7.73,-2.03,99686.0,35.9,1.1,2
BTCUSD,don55,1h,1.0,1.0,True,fundingpips_1step,7,2.0,ladder,IS,400,390,0.3,0.0,0.0,0.0,99.7,6.1,3.5,1.92,-0.74,100000.0,0.0,0.7,2
BTCUSD,don55,1h,1.0,1.0,True,fundingpips_1step,14,2.0,ladder,IS,400,390,2.8,0.0,0.0,0.0,97.2,11.1,6.9,3.19,-1.07,100064.0,0.0,1.3,2
BTCUSD,don55,1h,1.0,1.0,True,fundingpips_1step,7,2.0,ladder_balance,IS,400,390,0.3,0.0,0.0,0.0,99.7,6.1,3.5,1.92,-0.74,100000.0,0.0,0.7,2
BTCUSD,don55,1h,1.0,1.0,True,fundingpips_1step,14,2.0,ladder_balance,IS,400,390,2.8,0.0,0.0,0.0,97.2,11.1,6.9,3.21,-1.08,100064.0,0.0,1.3,2
BTCUSD,don55,1h,1.0,1.0,True,fundingpips_1step,7,2.8,fixed,IS,400,390,11.5,0.0,12.3,22.3,53.8,4.0,3.0,7.3,-2.61,100016.0,34.6,0.6,2
BTCUSD,don55,1h,1.0,1.0,True,fundingpips_1step,14,2.8,fixed,IS,400,390,18.2,0.0,14.1,39.0,28.7,5.8,4.5,9.0,-2.7,100222.0,53.1,0.8,2
BTCUSD,don55,1h,1.0,1.0,True,fundingpips_1step,7,2.8,balance,IS,400,390,10.5,0.0,19.7,23.1,46.7,4.0,2.9,7.14,-2.63,100065.0,42.8,0.6,2
BTCUSD,don55,1h,1.0,1.0,True,fundingpips_1step,14,2.8,balance,IS,400,390,15.4,0.0,28.5,41.3,14.9,5.1,4.0,8.33,-2.74,100357.0,69.8,0.7,2
BTCUSD,don55,1h,1.0,1.0,True,fundingpips_1step,7,2.8,ladder,IS,400,390,0.3,0.0,0.0,0.0,99.7,6.1,3.5,1.92,-0.74,100000.0,0.0,0.7,2
BTCUSD,don55,1h,1.0,1.0,True,fundingpips_1step,14,2.8,ladder,IS,400,390,2.8,0.0,0.0,0.0,97.2,11.1,6.9,3.19,-1.07,100061.0,0.0,1.4,2
BTCUSD,don55,1h,1.0,1.0,True,fundingpips_1step,7,2.8,ladder_balance,IS,400,390,0.3,0.0,0.0,0.0,99.7,6.1,3.5,1.92,-0.74,100000.0,0.0,0.7,2
BTCUSD,don55,1h,1.0,1.0,True,fundingpips_1step,14,2.8,ladder_balance,IS,400,390,2.8,0.0,0.0,0.0,97.2,11.1,6.9,3.21,-1.08,100061.0,0.0,1.4,2
BTCUSD,don55,1h,1.0,1.0,False,fundingpips_1step,7,0.5,fixed,IS,400,390,0.0,0.0,0.0,0.0,100.0,,3.5,1.46,-0.49,99973.0,0.0,0.7,2
BTCUSD,don55,1h,1.0,1.0,False,fundingpips_1step,14,0.5,fixed,IS,400,390,0.0,0.0,0.0,0.0,100.0,,6.9,2.19,-0.53,99957.0,0.0,1.3,2
BTCUSD,don55,1h,1.0,1.0,False,fundingpips_1step,7,0.5,balance,IS,400,390,0.0,0.0,0.0,0.0,100.0,,3.5,1.46,-0.49,99973.0,0.0,0.7,2
BTCUSD,don55,1h,1.0,1.0,False,fundingpips_1step,14,0.5,balance,IS,400,390,0.0,0.0,0.0,0.0,100.0,,6.9,2.19,-0.53,99956.0,0.0,1.3,2
BTCUSD,don55,1h,1.0,1.0,False,fundingpips_1step,7,1.0,fixed,IS,400,390,1.0,0.0,0.0,0.0,99.0,4.6,3.5,2.92,-0.98,99931.0,0.0,0.7,2
BTCUSD,don55,1h,1.0,1.0,False,fundingpips_1step,14,1.0,fixed,IS,400,390,2.6,0.0,0.0,1.5,95.9,7.7,6.9,4.39,-1.05,99877.0,1.5,1.5,2
BTCUSD,don55,1h,1.0,1.0,False,fundingpips_1step,7,1.0,balance,IS,400,390,1.0,0.0,0.0,0.0,99.0,4.6,3.5,2.92,-0.98,99928.0,0.0,0.6,2
BTCUSD,don55,1h,1.0,1.0,False,fundingpips_1step,14,1.0,balance,IS,400,390,2.6,0.0,0.0,1.0,96.4,7.7,6.9,4.38,-1.06,99872.0,1.0,1.4,2
BTCUSD,don55,1h,1.0,1.0,False,fundingpips_1step,7,1.0,ladder,IS,400,390,0.0,0.0,0.0,0.0,100.0,,3.5,1.84,-0.69,99962.0,0.0,0.8,2
BTCUSD,don55,1h,1.0,1.0,False,fundingpips_1step,14,1.0,ladder,IS,400,390,0.0,0.0,0.0,0.0,100.0,,6.9,2.9,-0.89,99910.0,0.0,1.4,2
BTCUSD,don55,1h,1.0,1.0,False,fundingpips_1step,7,1.0,ladder_balance,IS,400,390,0.0,0.0,0.0,0.0,100.0,,3.5,1.84,-0.69,99961.0,0.0,0.7,2
BTCUSD,don55,1h,1.0,1.0,False,fundingpips_1step,14,1.0,ladder_balance,IS,400,390,0.0,0.0,0.0,0.0,100.0,,6.9,2.91,-0.9,99907.0,0.0,1.6,2
BTCUSD,don55,1h,1.0,1.0,False,fundingpips_1step,7,1.5,fixed,IS,400,390,2.1,0.0,0.0,2.1,95.9,5.5,3.4,4.37,-1.46,99892.0,2.1,0.7,2
